"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"34992_g_at"	"0.9997"	"7.45e-01"	"0.338606"	"-6.0084"	"0.0752275"	"SGCD"	"sarcoglycan delta"
"39742_at"	"0.9997"	"7.45e-01"	"-0.338606"	"-6.0084"	"-0.051874"	"TANK"	"TRAF family member associated NFKB activator"
"37649_at"	"0.9997"	"7.45e-01"	"0.338589"	"-6.0084"	"0.0567195"	"HMBS"	"hydroxymethylbilane synthase"
"33496_at"	"0.9997"	"7.45e-01"	"0.338463"	"-6.0084"	"0.0539945"	"AGTR2"	"angiotensin II receptor type 2"
"31417_at"	"0.9997"	"7.45e-01"	"-0.338413"	"-6.0084"	"-0.053252"	"HCRT"	"hypocretin neuropeptide precursor"
"36668_at"	"0.9997"	"7.45e-01"	"-0.338313"	"-6.0085"	"-0.069667"	"CYB5R3"	"cytochrome b5 reductase 3"
"31694_at"	"0.9997"	"7.45e-01"	"-0.338263"	"-6.0085"	"-0.053614"	"DDI2///RSC1A1"	"DNA damage inducible 1 homolog 2///regulatory solute carrier protein, family 1, member 1"
"41198_at"	"0.9997"	"7.45e-01"	"-0.338203"	"-6.0085"	"-0.0542545"	"GRN"	"granulin"
"37167_at"	"0.9997"	"7.45e-01"	"-0.33817"	"-6.0085"	"-0.051986"	"ATXN7"	"ataxin 7"
"32505_at"	"0.9997"	"7.45e-01"	"0.338159"	"-6.0085"	"0.0630645"	"GRINA"	"glutamate ionotropic receptor NMDA type subunit associated protein 1"
"34799_at"	"0.9997"	"7.45e-01"	"-0.338053"	"-6.0086"	"-0.058927"	"IFT20"	"intraflagellar transport 20"
"36843_at"	"0.9997"	"7.45e-01"	"0.337852"	"-6.0086"	"0.050112"	"SIPA1"	"signal-induced proliferation-associated 1"
"31955_at"	"0.9997"	"7.45e-01"	"0.337812"	"-6.0087"	"0.0568985"	"FAU"	"FAU, ubiquitin like and ribosomal protein S30 fusion"
"31380_at"	"0.9997"	"7.45e-01"	"-0.337728"	"-6.0087"	"-0.053306"	"ERN1"	"endoplasmic reticulum to nucleus signaling 1"
"36028_at"	"0.9997"	"7.45e-01"	"0.337717"	"-6.0087"	"0.0542055"	"TCIRG1"	"T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
"33668_at"	"0.9997"	"7.45e-01"	"0.33758"	"-6.0087"	"0.0559655"	"RPL12"	"ribosomal protein L12"
"40485_at"	"0.9997"	"7.45e-01"	"0.337565"	"-6.0087"	"0.0575785"	"TRIM44"	"tripartite motif containing 44"
"1071_at"	"0.9997"	"7.46e-01"	"0.337505"	"-6.0088"	"0.0833055"	"GATA2"	"GATA binding protein 2"
"33869_at"	"0.9997"	"7.46e-01"	"0.337497"	"-6.0088"	"0.0544215"	"STAT5B"	"signal transducer and activator of transcription 5B"
"39524_at"	"0.9997"	"7.46e-01"	"-0.33732"	"-6.0088"	"-0.054915"	"RHO"	"rhodopsin"
"38205_at"	"0.9997"	"7.46e-01"	"0.337317"	"-6.0088"	"0.051322"	"NEUROD2"	"neuronal differentiation 2"
"445_at"	"0.9997"	"7.46e-01"	"-0.337314"	"-6.0088"	"-0.0591045"	"NKX3-1"	"NK3 homeobox 1"
"202_at"	"0.9997"	"7.46e-01"	"-0.337258"	"-6.0088"	"-0.0498145"	"HSF2"	"heat shock transcription factor 2"
"31307_at"	"0.9997"	"7.46e-01"	"-0.337065"	"-6.0089"	"-0.050515"	""	""
"32155_at"	"0.9997"	"7.46e-01"	"0.336983"	"-6.0089"	"0.0682"	"TFAP2A"	"transcription factor AP-2 alpha"
"1207_at"	"0.9997"	"7.46e-01"	"0.336964"	"-6.009"	"0.0583935"	"CDK6"	"cyclin dependent kinase 6"
"826_at"	"0.9997"	"7.46e-01"	"0.336673"	"-6.0091"	"0.050885"	"DDX3X"	"DEAD-box helicase 3, X-linked"
"32810_at"	"0.9997"	"7.46e-01"	"0.336625"	"-6.0091"	"0.050792"	"TPMT"	"thiopurine S-methyltransferase"
"35266_at"	"0.9997"	"7.46e-01"	"0.336513"	"-6.0091"	"0.0499965"	"BLCAP"	"bladder cancer associated protein"
"35025_at"	"0.9997"	"7.46e-01"	"-0.336444"	"-6.0091"	"-0.049434"	"CXCL5"	"C-X-C motif chemokine ligand 5"
"40809_at"	"0.9997"	"7.46e-01"	"0.336416"	"-6.0092"	"0.0598205"	"SNTB2"	"syntrophin beta 2"
"1585_at"	"0.9997"	"7.46e-01"	"-0.336337"	"-6.0092"	"-0.0941135"	"ERBB3"	"erb-b2 receptor tyrosine kinase 3"
"35821_at"	"0.9997"	"7.47e-01"	"0.336098"	"-6.0093"	"0.053986"	"HDAC3"	"histone deacetylase 3"
"31718_at"	"0.9997"	"7.47e-01"	"0.335422"	"-6.0095"	"0.050858"	"ABCD2"	"ATP binding cassette subfamily D member 2"
"40599_at"	"0.9997"	"7.47e-01"	"-0.335371"	"-6.0095"	"-0.073504"	"IL16"	"interleukin 16"
"34950_at"	"0.9997"	"7.47e-01"	"-0.335343"	"-6.0095"	"-0.0501255"	"ZNF423"	"zinc finger protein 423"
"38241_at"	"0.9997"	"7.47e-01"	"-0.335254"	"-6.0096"	"-0.079865"	"BTN3A3"	"butyrophilin subfamily 3 member A3"
"33895_at"	"0.9997"	"7.47e-01"	"-0.335202"	"-6.0096"	"-0.1511635"	"SH3YL1"	"SH3 and SYLF domain containing 1"
"40998_at"	"0.9997"	"7.47e-01"	"0.335179"	"-6.0096"	"0.0526215"	"MED12"	"mediator complex subunit 12"
"41763_g_at"	"0.9997"	"7.47e-01"	"-0.335164"	"-6.0096"	"-0.066253"	"TIAL1"	"TIA1 cytotoxic granule-associated RNA binding protein-like 1"
"33190_g_at"	"0.9997"	"7.47e-01"	"-0.335061"	"-6.0096"	"-0.06455"	"LOC143286"	"uncharacterized LOC143286"
"876_at"	"0.9997"	"7.47e-01"	"0.335"	"-6.0097"	"0.067022"	"GNAI3"	"G protein subunit alpha i3"
"40960_at"	"0.9997"	"7.47e-01"	"0.334956"	"-6.0097"	"0.1463235"	"B4GALT1"	"beta-1,4-galactosyltransferase 1"
"41483_s_at"	"0.9997"	"7.47e-01"	"-0.334954"	"-6.0097"	"-0.074677"	"JUND"	"JunD proto-oncogene, AP-1 transcription factor subunit"
"36334_at"	"0.9997"	"7.47e-01"	"-0.334766"	"-6.0097"	"-0.049876"	"LY9"	"lymphocyte antigen 9"
"34121_at"	"0.9997"	"7.47e-01"	"0.33476"	"-6.0097"	"0.0577105"	""	""
"664_at"	"0.9997"	"7.48e-01"	"-0.33462"	"-6.0098"	"-0.063231"	"CXCR2"	"C-X-C motif chemokine receptor 2"
"37483_at"	"0.9997"	"7.48e-01"	"-0.334549"	"-6.0098"	"-0.13104"	"HDAC9"	"histone deacetylase 9"
"41065_at"	"0.9997"	"7.48e-01"	"-0.334511"	"-6.0098"	"-0.052729"	"NFKBIB"	"NFKB inhibitor beta"
"39889_at"	"0.9997"	"7.48e-01"	"0.334443"	"-6.0099"	"0.056248"	"B4GALT5"	"beta-1,4-galactosyltransferase 5"
"38566_at"	"0.9997"	"7.48e-01"	"-0.334435"	"-6.0099"	"-0.0590745"	"COL10A1"	"collagen type X alpha 1 chain"
"36552_at"	"0.9997"	"7.48e-01"	"-0.334316"	"-6.0099"	"-0.050256"	"C2CD3"	"C2 calcium dependent domain containing 3"
"39295_s_at"	"0.9997"	"7.48e-01"	"-0.334307"	"-6.0099"	"-0.050471"	"SORBS2"	"sorbin and SH3 domain containing 2"
"41532_at"	"0.9997"	"7.48e-01"	"0.334205"	"-6.0099"	"0.0507045"	"ZBTB17"	"zinc finger and BTB domain containing 17"
"36029_at"	"0.9997"	"7.48e-01"	"-0.333943"	"-6.01"	"-0.049475"	"MPPED2"	"metallophosphoesterase domain containing 2"
"1471_at"	"0.9997"	"7.48e-01"	"-0.333867"	"-6.0101"	"-0.0639995"	"MYB"	"MYB proto-oncogene, transcription factor"
"41441_at"	"0.9997"	"7.48e-01"	"-0.333808"	"-6.0101"	"-0.0526075"	"TBP"	"TATA-box binding protein"
"35819_at"	"0.9997"	"7.48e-01"	"-0.333788"	"-6.0101"	"-0.0533855"	"CYC1"	"cytochrome c1"
"33471_g_at"	"0.9997"	"7.48e-01"	"0.333633"	"-6.0101"	"0.094517"	"GRIP2"	"glutamate receptor interacting protein 2"
"40159_r_at"	"0.9997"	"7.48e-01"	"0.333616"	"-6.0101"	"0.0653225"	"NCF1C///NCF1B///NCF1"	"neutrophil cytosolic factor 1C pseudogene///neutrophil cytosolic factor 1B pseudogene///neutrophil cytosolic factor 1"
"36894_at"	"0.9997"	"7.49e-01"	"-0.33326"	"-6.0103"	"-0.0554485"	"CBX7"	"chromobox 7"
"33445_at"	"0.9997"	"7.49e-01"	"-0.333113"	"-6.0103"	"-0.059144"	"ABAT"	"4-aminobutyrate aminotransferase"
"37998_at"	"0.9997"	"7.49e-01"	"0.333089"	"-6.0103"	"0.0510195"	"SKIV2L"	"Ski2 like RNA helicase"
"33684_at"	"0.9997"	"7.49e-01"	"-0.332771"	"-6.0104"	"-0.055247"	"WNT2B"	"Wnt family member 2B"
"41444_at"	"0.9997"	"7.49e-01"	"0.332758"	"-6.0105"	"0.0579635"	"MAP2K7"	"mitogen-activated protein kinase kinase 7"
"35250_at"	"0.9997"	"7.49e-01"	"0.332708"	"-6.0105"	"0.050348"	"RNF24"	"ring finger protein 24"
"1778_g_at"	"0.9997"	"7.49e-01"	"-0.332663"	"-6.0105"	"-0.0828095"	"RIN1"	"Ras and Rab interactor 1"
"33909_at"	"0.9997"	"7.49e-01"	"0.332603"	"-6.0105"	"0.065178"	"SF3B4"	"splicing factor 3b subunit 4"
"197_at"	"0.9997"	"7.49e-01"	"0.332542"	"-6.0105"	"0.059933"	"NME3"	"NME/NM23 nucleoside diphosphate kinase 3"
"38932_at"	"0.9997"	"7.49e-01"	"-0.332475"	"-6.0106"	"-0.0512775"	"ZNF7"	"zinc finger protein 7"
"39058_at"	"0.9997"	"7.49e-01"	"0.33247"	"-6.0106"	"0.056524"	"ABR"	"active BCR-related"
"39587_at"	"0.9997"	"7.49e-01"	"-0.332359"	"-6.0106"	"-0.062058"	"CCDC22"	"coiled-coil domain containing 22"
"38977_at"	"0.9997"	"7.49e-01"	"0.332337"	"-6.0106"	"0.0493455"	"YARS"	"tyrosyl-tRNA synthetase"
"38958_at"	"0.9997"	"7.49e-01"	"-0.332325"	"-6.0106"	"-0.0543765"	"CASR"	"calcium sensing receptor"
"40681_at"	"0.9997"	"7.49e-01"	"-0.332114"	"-6.0107"	"-0.061754"	"ITGBL1"	"integrin subunit beta like 1"
"36007_at"	"0.9997"	"7.49e-01"	"0.332095"	"-6.0107"	"0.051514"	"OLFML2B"	"olfactomedin like 2B"
"41054_at"	"0.9997"	"7.49e-01"	"0.331983"	"-6.0107"	"0.05414"	"FCHO1"	"FCH domain only 1"
"37296_at"	"0.9997"	"7.50e-01"	"-0.331922"	"-6.0107"	"-0.0516475"	"ARL1"	"ADP ribosylation factor like GTPase 1"
"40527_at"	"0.9997"	"7.50e-01"	"0.331819"	"-6.0108"	"0.0680705"	"KCNQ1"	"potassium voltage-gated channel subfamily Q member 1"
"38867_g_at"	"0.9997"	"7.50e-01"	"-0.331745"	"-6.0108"	"-0.051612"	"GRAP2"	"GRB2-related adaptor protein 2"
"35546_at"	"0.9997"	"7.50e-01"	"-0.331569"	"-6.0109"	"-0.048927"	"SMC1A"	"structural maintenance of chromosomes 1A"
"1582_at"	"0.9997"	"7.50e-01"	"0.331533"	"-6.0109"	"0.052448"	"CEACAM5"	"carcinoembryonic antigen related cell adhesion molecule 5"
"41128_at"	"0.9997"	"7.50e-01"	"0.331438"	"-6.0109"	"0.1053215"	"TMEM183B///TMEM183A"	"transmembrane protein 183B///transmembrane protein 183A"
"39082_at"	"0.9997"	"7.50e-01"	"-0.331432"	"-6.0109"	"-0.063609"	"ANXA6"	"annexin A6"
"32370_at"	"0.9997"	"7.50e-01"	"-0.331415"	"-6.0109"	"-0.055389"	"GZMH"	"granzyme H"
"35274_at"	"0.9997"	"7.50e-01"	"-0.331382"	"-6.0109"	"-0.064524"	"AP1G1"	"adaptor related protein complex 1 gamma 1 subunit"
"33948_at"	"0.9997"	"7.50e-01"	"-0.331366"	"-6.0109"	"-0.050127"	"CRHR2"	"corticotropin releasing hormone receptor 2"
"31967_at"	"0.9997"	"7.50e-01"	"-0.331286"	"-6.011"	"-0.053923"	"NPHS1"	"NPHS1, nephrin"
"31469_s_at"	"0.9997"	"7.50e-01"	"0.33115"	"-6.011"	"0.0515595"	"RUBCN"	"RUN and cysteine rich domain containing beclin 1 interacting protein"
"34379_at"	"0.9997"	"7.50e-01"	"-0.331114"	"-6.011"	"-0.049202"	"ERAL1"	"Era like 12S mitochondrial rRNA chaperone 1"
"33386_at"	"0.9997"	"7.50e-01"	"-0.331061"	"-6.0111"	"-0.101571"	"H1F0"	"H1 histone family member 0"
"32519_at"	"0.9997"	"7.50e-01"	"-0.33106"	"-6.0111"	"-0.0626865"	"MAP2K2"	"mitogen-activated protein kinase kinase 2"
"37965_at"	"0.9997"	"7.50e-01"	"-0.33101"	"-6.0111"	"-0.0664645"	"PARVB"	"parvin beta"
"33654_at"	"0.9997"	"7.50e-01"	"0.330957"	"-6.0111"	"0.0564815"	"ZNF280A"	"zinc finger protein 280A"
"33536_at"	"0.9997"	"7.50e-01"	"-0.330778"	"-6.0112"	"-0.048732"	"PRKG2"	"protein kinase, cGMP-dependent, type II"
"32435_at"	"0.9997"	"7.50e-01"	"-0.330705"	"-6.0112"	"-0.0533325"	"RPL19"	"ribosomal protein L19"
"36068_at"	"0.9997"	"7.50e-01"	"0.330631"	"-6.0112"	"0.06403"	"CCS"	"copper chaperone for superoxide dismutase"
"33295_at"	"0.9997"	"7.51e-01"	"0.330567"	"-6.0112"	"0.0612825"	"ACKR1"	"atypical chemokine receptor 1 (Duffy blood group)"
"39683_at"	"0.9997"	"7.51e-01"	"-0.330531"	"-6.0112"	"-0.0632365"	"CRYBB1"	"crystallin beta B1"
"34810_at"	"0.9997"	"7.51e-01"	"0.330457"	"-6.0113"	"0.061331"	"COQ9"	"coenzyme Q9"
"36897_at"	"0.9997"	"7.51e-01"	"-0.330387"	"-6.0113"	"-0.048488"	"MLC1"	"megalencephalic leukoencephalopathy with subcortical cysts 1"
"37992_s_at"	"0.9997"	"7.51e-01"	"0.330247"	"-6.0113"	"0.057112"	"ATP5D"	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
"41106_at"	"0.9997"	"7.51e-01"	"0.33021"	"-6.0114"	"0.0491345"	"KCNN4"	"potassium calcium-activated channel subfamily N member 4"
"35029_at"	"0.9997"	"7.51e-01"	"0.330101"	"-6.0114"	"0.0514305"	"TRIM31"	"tripartite motif containing 31"
"33936_at"	"0.9997"	"7.51e-01"	"-0.330052"	"-6.0114"	"-0.073522"	"GALC"	"galactosylceramidase"
"36426_g_at"	"0.9997"	"7.51e-01"	"0.329997"	"-6.0114"	"0.0582635"	"NEBL"	"nebulette"
"1772_s_at"	"0.9997"	"7.51e-01"	"-0.329981"	"-6.0114"	"-0.04902"	"FNTA"	"farnesyltransferase, CAAX box, alpha"
"385_at"	"0.9997"	"7.51e-01"	"0.32993"	"-6.0114"	"0.0503995"	"CTRL"	"chymotrypsin like"
"41266_at"	"0.9997"	"7.51e-01"	"0.329506"	"-6.0116"	"0.0498245"	"ITGA6"	"integrin subunit alpha 6"
"39441_at"	"0.9997"	"7.51e-01"	"-0.329425"	"-6.0116"	"-0.0695385"	"LANCL1"	"LanC like 1"
"39879_s_at"	"0.9997"	"7.51e-01"	"-0.329382"	"-6.0116"	"-0.0530795"	"ARL17B///ARL17A"	"ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A"
"34589_f_at"	"0.9997"	"7.51e-01"	"-0.329367"	"-6.0116"	"-0.052889"	"AMELX"	"amelogenin, X-linked"
"1545_g_at"	"0.9997"	"7.51e-01"	"0.329348"	"-6.0117"	"0.061296"	"FLT1"	"fms related tyrosine kinase 1"
"34904_at"	"0.9997"	"7.51e-01"	"-0.329229"	"-6.0117"	"-0.050956"	"GRIK5"	"glutamate ionotropic receptor kainate type subunit 5"
"40954_at"	"0.9997"	"7.52e-01"	"0.329156"	"-6.0117"	"0.059446"	"FXYD6-FXYD2///FXYD2"	"FXYD6-FXYD2 readthrough///FXYD domain containing ion transport regulator 2"
"37715_at"	"0.9997"	"7.52e-01"	"0.329096"	"-6.0117"	"0.050749"	"SNW1"	"SNW domain containing 1"
"1172_at"	"0.9997"	"7.52e-01"	"-0.328943"	"-6.0118"	"-0.0526485"	"SAT1"	"spermidine/spermine N1-acetyltransferase 1"
"959_at"	"0.9997"	"7.52e-01"	"0.328874"	"-6.0118"	"0.0486695"	"CDC42"	"cell division cycle 42"
"41855_at"	"0.9997"	"7.52e-01"	"0.328819"	"-6.0118"	"0.051949"	"HAT1"	"histone acetyltransferase 1"
"37362_at"	"0.9997"	"7.52e-01"	"-0.328704"	"-6.0119"	"-0.063208"	"RAB5B"	"RAB5B, member RAS oncogene family"
"31453_s_at"	"0.9997"	"7.52e-01"	"-0.328636"	"-6.0119"	"-0.053991"	"LILRA1"	"leukocyte immunoglobulin like receptor A1"
"34612_at"	"0.9997"	"7.52e-01"	"0.328384"	"-6.012"	"0.0518725"	"S100G"	"S100 calcium binding protein G"
"35019_at"	"0.9997"	"7.52e-01"	"-0.327903"	"-6.0122"	"-0.0635775"	"ZNF254"	"zinc finger protein 254"
"39114_at"	"0.9997"	"7.52e-01"	"-0.327876"	"-6.0122"	"-0.0623515"	"C10orf10"	"chromosome 10 open reading frame 10"
"37993_at"	"0.9997"	"7.52e-01"	"0.327853"	"-6.0122"	"0.0539735"	"ATP5D"	"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
"32640_at"	"0.9997"	"7.53e-01"	"-0.327717"	"-6.0122"	"-0.056423"	"ICAM1"	"intercellular adhesion molecule 1"
"39798_at"	"0.9997"	"7.53e-01"	"0.327579"	"-6.0123"	"0.054182"	"RPS28"	"ribosomal protein S28"
"31512_at"	"0.9997"	"7.53e-01"	"-0.327473"	"-6.0123"	"-0.0545675"	"IGKC"	"immunoglobulin kappa constant"
"38817_at"	"0.9997"	"7.53e-01"	"0.327402"	"-6.0123"	"0.0496885"	"SPAG7"	"sperm associated antigen 7"
"37550_at"	"0.9997"	"7.53e-01"	"0.327307"	"-6.0124"	"0.0512235"	"F8"	"coagulation factor VIII"
"32857_at"	"0.9997"	"7.53e-01"	"-0.327139"	"-6.0124"	"-0.0608015"	"SOS2"	"SOS Ras/Rho guanine nucleotide exchange factor 2"
"40249_at"	"0.9997"	"7.53e-01"	"-0.32706"	"-6.0125"	"-0.068585"	"ACHE"	"acetylcholinesterase (Cartwright blood group)"
"34944_at"	"0.9997"	"7.53e-01"	"-0.327035"	"-6.0125"	"-0.056806"	""	""
"41710_at"	"0.9997"	"7.53e-01"	"-0.327016"	"-6.0125"	"-0.0511715"	"GSAP"	"gamma-secretase activating protein"
"36576_at"	"0.9997"	"7.53e-01"	"-0.327003"	"-6.0125"	"-0.053246"	"H2AFY"	"H2A histone family member Y"
"34015_at"	"0.9997"	"7.53e-01"	"0.326979"	"-6.0125"	"0.0571455"	"PTGFR"	"prostaglandin F receptor"
"2065_s_at"	"0.9997"	"7.53e-01"	"0.326828"	"-6.0125"	"0.069681"	"BAX"	"BCL2 associated X, apoptosis regulator"
"35887_at"	"0.9997"	"7.53e-01"	"-0.326779"	"-6.0126"	"-0.0521135"	"RLBP1"	"retinaldehyde binding protein 1"
"434_at"	"0.9997"	"7.53e-01"	"0.326678"	"-6.0126"	"0.149354"	"H1F0"	"H1 histone family member 0"
"37728_r_at"	"0.9997"	"7.54e-01"	"0.326326"	"-6.0127"	"0.061088"	"RCN2"	"reticulocalbin 2"
"33517_f_at"	"0.9997"	"7.54e-01"	"-0.326137"	"-6.0128"	"-0.054951"	"MAGEA6///MAGEA3"	"MAGE family member A6///MAGE family member A3"
"40916_at"	"0.9997"	"7.54e-01"	"0.325944"	"-6.0128"	"0.0818245"	"BEX4"	"brain expressed X-linked 4"
"39104_at"	"0.9997"	"7.54e-01"	"0.325607"	"-6.013"	"0.0490245"	"DHRS1"	"dehydrogenase/reductase 1"
"37643_at"	"0.9997"	"7.54e-01"	"0.325549"	"-6.013"	"0.072642"	"FAS"	"Fas cell surface death receptor"
"31311_at"	"0.9997"	"7.54e-01"	"-0.32554"	"-6.013"	"-0.050045"	""	""
"39079_at"	"0.9997"	"7.54e-01"	"0.325488"	"-6.013"	"0.0556785"	"ERH"	"enhancer of rudimentary homolog (Drosophila)"
"41494_at"	"0.9997"	"7.54e-01"	"0.325466"	"-6.013"	"0.0515395"	"ZER1"	"zyg-11 related cell cycle regulator"
"474_at"	"0.9997"	"7.54e-01"	"-0.325461"	"-6.013"	"-0.0535695"	"DGKE"	"diacylglycerol kinase epsilon"
"32765_f_at"	"0.9997"	"7.54e-01"	"-0.325301"	"-6.0131"	"-0.076559"	"CPQ"	"carboxypeptidase Q"
"35501_at"	"0.9997"	"7.54e-01"	"-0.325142"	"-6.0131"	"-0.049633"	"HYPM"	"huntingtin interacting protein M"
"36003_at"	"0.9997"	"7.54e-01"	"-0.325099"	"-6.0131"	"-0.047843"	"PARN"	"poly(A)-specific ribonuclease"
"34867_at"	"0.9997"	"7.54e-01"	"0.325083"	"-6.0131"	"0.055917"	"FABP3"	"fatty acid binding protein 3"
"41496_at"	"0.9997"	"7.55e-01"	"0.325032"	"-6.0132"	"0.058464"	""	""
"35232_f_at"	"0.9997"	"7.55e-01"	"-0.32502"	"-6.0132"	"-0.106925"	"CETN3"	"centrin 3"
"35774_r_at"	"0.9997"	"7.55e-01"	"0.32496"	"-6.0132"	"0.0525375"	"NDUFB7"	"NADH:ubiquinone oxidoreductase subunit B7"
"32920_at"	"0.9997"	"7.55e-01"	"0.324946"	"-6.0132"	"0.0705935"	"HCN4"	"hyperpolarization activated cyclic nucleotide gated potassium channel 4"
"33392_at"	"0.9997"	"7.55e-01"	"-0.324909"	"-6.0132"	"-0.0490505"	"WIPI2"	"WD repeat domain, phosphoinositide interacting 2"
"39543_at"	"0.9997"	"7.55e-01"	"0.324868"	"-6.0132"	"0.056401"	""	""
"35129_at"	"0.9997"	"7.55e-01"	"0.324726"	"-6.0133"	"0.0629735"	"SPAM1"	"sperm adhesion molecule 1"
"40651_s_at"	"0.9997"	"7.55e-01"	"0.324522"	"-6.0133"	"0.062003"	"CRHR1"	"corticotropin releasing hormone receptor 1"
"208_at"	"0.9997"	"7.55e-01"	"0.324368"	"-6.0134"	"0.050062"	"CTNNA2"	"catenin alpha 2"
"41473_at"	"0.9997"	"7.55e-01"	"0.324312"	"-6.0134"	"0.069397"	"EPHX2"	"epoxide hydrolase 2"
"40948_at"	"0.9997"	"7.55e-01"	"-0.324129"	"-6.0135"	"-0.0480025"	"ROM1"	"retinal outer segment membrane protein 1"
"34835_at"	"0.9997"	"7.55e-01"	"-0.324065"	"-6.0135"	"-0.057861"	"NCSTN"	"nicastrin"
"34927_at"	"0.9997"	"7.55e-01"	"0.324054"	"-6.0135"	"0.0582065"	"CD1B"	"CD1b molecule"
"32586_at"	"0.9997"	"7.55e-01"	"-0.323996"	"-6.0135"	"-0.056612"	"LARP4B"	"La ribonucleoprotein domain family member 4B"
"1542_at"	"0.9997"	"7.55e-01"	"0.323985"	"-6.0135"	"0.054543"	"EGF"	"epidermal growth factor"
"40620_at"	"0.9997"	"7.55e-01"	"-0.323942"	"-6.0135"	"-0.052261"	"PAWR"	"pro-apoptotic WT1 regulator"
"32019_at"	"0.9997"	"7.55e-01"	"-0.323913"	"-6.0135"	"-0.048172"	"OBSCN///DKFZP434C153"	"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF///DKFZP434C153 protein"
"34198_at"	"0.9997"	"7.55e-01"	"0.323783"	"-6.0136"	"0.1144355"	"PTPN13"	"protein tyrosine phosphatase, non-receptor type 13"
"34682_at"	"0.9997"	"7.55e-01"	"-0.32378"	"-6.0136"	"-0.057417"	""	""
"35065_at"	"0.9997"	"7.55e-01"	"-0.323725"	"-6.0136"	"-0.0499455"	"AGGF1"	"angiogenic factor with G-patch and FHA domains 1"
"33515_at"	"0.9997"	"7.55e-01"	"0.323705"	"-6.0136"	"0.057215"	"TCP10"	"t-complex 10"
"32803_at"	"0.9997"	"7.56e-01"	"0.323513"	"-6.0137"	"0.0966925"	"CNIH1"	"cornichon family AMPA receptor auxiliary protein 1"
"39763_at"	"0.9997"	"7.56e-01"	"-0.323455"	"-6.0137"	"-0.0604625"	"HPX"	"hemopexin"
"33669_at"	"0.9997"	"7.56e-01"	"-0.32344"	"-6.0137"	"-0.0567685"	"RFX4"	"regulatory factor X4"
"32312_at"	"0.9997"	"7.56e-01"	"-0.323395"	"-6.0137"	"-0.04873"	"TPM2"	"tropomyosin 2 (beta)"
"35540_at"	"0.9997"	"7.56e-01"	"0.323331"	"-6.0137"	"0.063433"	"HYAL3"	"hyaluronoglucosaminidase 3"
"36229_at"	"0.9997"	"7.56e-01"	"0.323311"	"-6.0138"	"0.0524285"	"IL17RA"	"interleukin 17 receptor A"
"620_at"	"0.9997"	"7.56e-01"	"0.323293"	"-6.0138"	"0.0575485"	"RAB3A"	"RAB3A, member RAS oncogene family"
"1226_at"	"0.9997"	"7.56e-01"	"0.323236"	"-6.0138"	"0.0729215"	"ADAM17"	"ADAM metallopeptidase domain 17"
"33689_s_at"	"0.9997"	"7.56e-01"	"0.323128"	"-6.0138"	"0.0624055"	"DDTL///DDT"	"D-dopachrome tautomerase-like///D-dopachrome tautomerase"
"720_at"	"0.9997"	"7.56e-01"	"-0.323107"	"-6.0138"	"-0.0571415"	"HSF4"	"heat shock transcription factor 4"
"32824_at"	"0.9997"	"7.56e-01"	"0.323068"	"-6.0138"	"0.0925135"	"TPP1"	"tripeptidyl peptidase 1"
"39741_at"	"0.9997"	"7.56e-01"	"-0.322999"	"-6.0139"	"-0.0880995"	"HADHB"	"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit"
"41463_at"	"0.9997"	"7.56e-01"	"-0.322931"	"-6.0139"	"-0.0576775"	"C1orf216"	"chromosome 1 open reading frame 216"
"39648_at"	"0.9997"	"7.56e-01"	"-0.322734"	"-6.0139"	"-0.0489635"	"PEX11A"	"peroxisomal biogenesis factor 11 alpha"
"35390_at"	"0.9997"	"7.56e-01"	"-0.322661"	"-6.014"	"-0.0501605"	"ABCA6"	"ATP binding cassette subfamily A member 6"
"41003_at"	"0.9997"	"7.56e-01"	"0.322603"	"-6.014"	"0.068478"	"PFDN4"	"prefoldin subunit 4"
"31523_f_at"	"0.9997"	"7.56e-01"	"-0.322551"	"-6.014"	"-0.070857"	"HIST1H2BE"	"histone cluster 1, H2be"
"35660_at"	"0.9997"	"7.56e-01"	"0.322477"	"-6.014"	"0.053417"	"SAG"	"S-antigen visual arrestin"
"34295_at"	"0.9997"	"7.56e-01"	"-0.32233"	"-6.0141"	"-0.058128"	"MIR6125///USP15"	"microRNA 6125///ubiquitin specific peptidase 15"
"795_s_at"	"0.9997"	"7.57e-01"	"-0.322129"	"-6.0142"	"-0.0502735"	"CDKL1"	"cyclin dependent kinase like 1"
"32701_at"	"0.9997"	"7.57e-01"	"0.322119"	"-6.0142"	"0.048264"	"ARVCF"	"armadillo repeat gene deleted in velocardiofacial syndrome"
"31904_at"	"0.9997"	"7.57e-01"	"0.32187"	"-6.0142"	"0.0584175"	"PDE2A"	"phosphodiesterase 2A"
